run,file,stage,stage_lp,iteration,bank,fourier_k,lp_A,voxels,pct_base
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,97,2,,15.1,46428,29.25
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,97,3,,12.2,25557,16.1
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,97,4,,9.8,17502,11.03
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,97,5,,8.0,7529,4.74
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,97,6,,6.0,105,0.07
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,97,7,,5.0,2515,1.58
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,97,8,,4.3,112,0.07
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,98,1,,19.7,63671,40.29
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,98,2,,15.1,45973,29.09
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,98,3,,12.2,24929,15.78
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,98,4,,9.8,13649,8.64
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,98,5,,8.0,7192,4.55
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,98,6,,6.0,136,0.09
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,98,7,,5.0,2133,1.35
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,98,8,,4.3,345,0.22
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,99,1,,19.7,62643,39.27
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,99,2,,15.1,47518,29.79
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,99,3,,12.2,25351,15.89
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,99,4,,9.8,13504,8.46
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,99,5,,8.0,7612,4.77
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,99,6,,6.0,76,0.05
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,99,7,,5.0,2616,1.64
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,99,8,,4.3,212,0.13
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,100,1,,19.7,62963,39.42
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,100,2,,15.1,47458,29.72
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,100,3,,12.2,24594,15.4
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,100,4,,9.8,13415,8.4
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,100,5,,8.0,7813,4.89
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,100,6,,6.0,172,0.11
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,100,7,,5.0,2842,1.78
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,100,8,,4.3,450,0.28
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,101,1,,19.7,66553,41.98
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,101,2,,15.1,47890,30.21
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,101,3,,12.2,22628,14.27
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,101,4,,9.8,12162,7.67
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,101,5,,8.0,7106,4.48
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,101,6,,6.0,131,0.08
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,101,7,,5.0,1753,1.11
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,101,8,,4.3,325,0.2
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,102,1,,19.7,66224,41.5
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,102,2,,15.1,48699,30.52
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,102,3,,12.2,22333,14.0
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,102,4,,9.8,12315,7.72
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,102,5,,8.0,7438,4.66
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,102,6,,6.0,181,0.11
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,102,7,,5.0,2120,1.33
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,102,8,,4.3,263,0.16
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,103,1,,19.7,64301,40.49
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,103,2,,15.1,47811,30.11
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,103,3,,12.2,23404,14.74
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,103,4,,9.8,13085,8.24
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,103,5,,8.0,7505,4.73
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,103,6,,6.0,81,0.05
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,103,7,,5.0,2474,1.56
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,103,8,,4.3,144,0.09
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,104,1,,19.7,66003,41.33
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,104,2,,15.1,47446,29.71
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,104,3,,12.2,24199,15.15
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,104,4,,9.8,12473,7.81
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,104,5,,8.0,7249,4.54
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,104,6,,6.0,159,0.1
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,104,7,,5.0,1933,1.21
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,104,8,,4.3,220,0.14
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,105,1,,19.7,67776,42.37
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,105,2,,15.1,49302,30.82
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,105,3,,12.2,20519,12.83
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,105,4,,9.8,11855,7.41
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,105,5,,8.0,7621,4.76
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,105,6,,6.0,288,0.18
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,105,7,,5.0,2293,1.43
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,105,8,,4.3,326,0.2
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,106,1,,19.7,68280,42.78
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,106,2,,15.1,47027,29.46
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,106,3,,12.2,22853,14.32
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,106,4,,9.8,11584,7.26
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,106,5,,8.0,7194,4.51
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,106,6,,6.0,236,0.15
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,106,7,,5.0,2155,1.35
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,106,8,,4.3,286,0.18
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,107,1,,19.7,66787,41.78
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,107,2,,15.1,47670,29.82
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,107,3,,12.2,23075,14.44
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,107,4,,9.8,13183,8.25
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,107,5,,8.0,8183,5.12
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,107,6,,6.0,240,0.15
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,107,7,,5.0,440,0.28
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,107,8,,4.3,258,0.16
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,108,1,,19.7,67236,42.28
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,108,2,,15.1,49237,30.96
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,108,3,,12.2,21097,13.26
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,108,4,,9.8,11842,7.45
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,108,5,,8.0,8945,5.62
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,108,6,,6.0,462,0.29
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,108,7,,5.0,224,0.14
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,108,8,,4.3,0,0.0
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,109,1,,19.7,67547,42.24
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,109,2,,15.1,47850,29.92
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,109,3,,12.2,21734,13.59
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,109,4,,9.8,12865,8.05
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,109,5,,8.0,9061,5.67
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,109,6,,6.0,266,0.17
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,109,7,,5.0,376,0.24
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,109,8,,4.3,203,0.13
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,110,1,,19.7,68270,42.75
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,110,2,,15.1,46174,28.91
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,110,3,,12.2,22253,13.93
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,110,4,,9.8,12846,8.04
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,110,5,,8.0,9209,5.77
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,110,6,,6.0,574,0.36
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,110,7,,5.0,170,0.11
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,110,8,,4.3,203,0.13
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,111,1,,19.7,68892,43.06
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,111,2,,15.1,45433,28.4
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,111,3,,12.2,21988,13.74
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,111,4,,9.8,12853,8.03
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,111,5,,8.0,9346,5.84
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,111,6,,6.0,734,0.46
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,111,7,,5.0,424,0.27
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,111,8,,4.3,313,0.2
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,112,1,,19.7,68065,42.59
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,112,2,,15.1,45516,28.48
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,112,3,,12.2,22152,13.86
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,112,4,,9.8,12853,8.04
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,112,5,,8.0,9897,6.19
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,112,6,,6.0,669,0.42
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,112,7,,5.0,286,0.18
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,112,8,,4.3,372,0.23
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,113,1,,19.7,67143,42.0
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,113,2,,15.1,46663,29.19
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,113,3,,12.2,22654,14.17
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,113,4,,9.8,12204,7.63
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,113,5,,8.0,9762,6.11
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,113,6,,6.0,985,0.62
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,113,7,,5.0,118,0.07
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,113,8,,4.3,335,0.21
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,114,1,,19.7,66100,41.26
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,114,2,,15.1,46407,28.97
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,114,3,,12.2,23326,14.56
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,114,4,,9.8,12910,8.06
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,114,5,,8.0,9898,6.18
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,114,6,,6.0,915,0.57
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,114,7,,5.0,218,0.14
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,114,8,,4.3,412,0.26
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,115,1,,19.7,69223,43.18
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,115,2,,15.1,45056,28.1
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,115,3,,12.2,22080,13.77
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,115,4,,9.8,12625,7.88
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,115,5,,8.0,9836,6.14
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,115,6,,6.0,1066,0.66
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,115,7,,5.0,16,0.01
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,115,8,,4.3,414,0.26
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,116,1,,19.7,70596,43.96
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,116,2,,15.1,45319,28.22
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,116,3,,12.2,20508,12.77
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,116,4,,9.8,12719,7.92
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,116,5,,8.0,9872,6.15
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,116,6,,6.0,930,0.58
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,116,7,,5.0,328,0.2
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,116,8,,4.3,335,0.21
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,117,1,,19.7,70082,43.69
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,117,2,,15.1,44466,27.72
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,117,3,,12.2,21352,13.31
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,117,4,,9.8,12678,7.9
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,117,5,,8.0,10203,6.36
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,117,6,,6.0,1030,0.64
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,117,7,,5.0,67,0.04
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,117,8,,4.3,536,0.33
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,118,1,,19.7,68700,42.75
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,118,2,,15.1,44934,27.96
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,118,3,,12.2,21818,13.58
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,118,4,,9.8,12686,7.89
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,118,5,,8.0,10682,6.65
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,118,6,,6.0,1191,0.74
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,118,7,,5.0,76,0.05
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,118,8,,4.3,633,0.39
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,119,1,,19.7,71643,44.8
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,119,2,,15.1,43794,27.39
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,119,3,,12.2,20570,12.86
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,119,4,,9.8,12075,7.55
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,119,5,,8.0,10201,6.38
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,119,6,,6.0,1305,0.82
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,119,7,,5.0,16,0.01
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,119,8,,4.3,302,0.19
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,120,1,,19.7,70267,43.98
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,120,2,,15.1,44671,27.96
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,120,3,,12.2,20602,12.9
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,120,4,,9.8,12470,7.81
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,120,5,,8.0,10272,6.43
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,120,6,,6.0,1365,0.85
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,120,7,,5.0,77,0.05
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,120,8,,4.3,31,0.02
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,121,1,,19.7,68736,42.9
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,121,2,,15.1,46792,29.2
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,121,3,,12.2,21087,13.16
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,121,4,,9.8,11552,7.21
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,121,5,,8.0,10315,6.44
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,121,6,,6.0,1288,0.8
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,121,7,,5.0,89,0.06
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,121,8,,4.3,383,0.24
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,122,1,,19.7,83265,42.48
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,122,2,,15.1,56729,28.94
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,122,3,,12.2,26011,13.27
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,122,4,,9.8,14720,7.51
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,122,5,,8.0,11875,6.06
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,122,6,,6.0,1188,0.61
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,122,7,,5.0,1103,0.56
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,122,8,,4.0,1130,0.58
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,123,1,,19.7,81846,41.72
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,123,2,,15.1,57392,29.25
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,123,3,,12.2,26817,13.67
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,123,4,,9.8,14689,7.49
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,123,5,,8.0,11564,5.89
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,123,6,,6.0,1393,0.71
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,123,7,,5.0,693,0.35
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,123,8,,4.0,1795,0.91
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,124,1,,19.7,83478,42.73
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,124,2,,15.1,56246,28.79
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,124,3,,12.2,26406,13.52
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,124,4,,9.8,14391,7.37
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,124,5,,8.0,11190,5.73
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,124,6,,6.0,1906,0.98
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,124,7,,5.0,307,0.16
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,124,8,,4.0,1438,0.74
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,125,1,,19.7,82031,41.93
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,125,2,,15.1,57231,29.26
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,125,3,,12.2,25706,13.14
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,125,4,,9.8,15033,7.68
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,125,5,,8.0,12334,6.31
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,125,6,,6.0,2158,1.1
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,125,7,,5.0,31,0.02
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,125,8,,4.0,1096,0.56
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,126,1,,19.7,83859,42.74
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,126,2,,15.1,57155,29.13
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,126,3,,12.2,25333,12.91
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,126,4,,9.8,14338,7.31
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,126,5,,8.0,11403,5.81
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,126,6,,6.0,2456,1.25
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,126,7,,5.0,26,0.01
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,126,8,,4.0,1627,0.83
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,127,1,,19.7,80150,40.89
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,127,2,,15.1,59258,30.23
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,127,3,,12.2,26539,13.54
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,127,4,,9.8,14138,7.21
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,127,5,,8.0,11472,5.85
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,127,6,,6.0,3087,1.57
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,127,7,,5.0,17,0.01
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,127,8,,4.0,1368,0.7
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,128,1,,19.7,84096,42.88
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,128,2,,15.1,58395,29.78
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,128,3,,12.2,23836,12.15
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,128,4,,9.8,13592,6.93
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,128,5,,8.0,11476,5.85
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,128,6,,6.0,3362,1.71
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,128,7,,5.0,4,0.0
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,128,8,,4.0,1350,0.69
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,129,1,,19.7,81628,41.67
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,129,2,,15.1,58838,30.03
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,129,3,,12.2,25434,12.98
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,129,4,,9.8,14003,7.15
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,129,5,,8.0,11158,5.7
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,129,6,,6.0,3446,1.76
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,129,7,,5.0,1,0.0
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,129,8,,4.0,1401,0.72
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,130,1,,19.7,81538,41.63
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,130,2,,15.1,59575,30.41
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,130,3,,12.2,24348,12.43
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,130,4,,9.8,13627,6.96
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,130,5,,8.0,11693,5.97
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,130,6,,6.0,3797,1.94
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,130,7,,5.0,2,0.0
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,130,8,,4.0,1307,0.67
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,131,1,,19.7,81429,41.63
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,131,2,,15.1,59022,30.17
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,131,3,,12.2,25234,12.9
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,131,4,,9.8,13559,6.93
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,131,5,,8.0,11046,5.65
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,131,6,,6.0,4153,2.12
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,131,7,,5.0,4,0.0
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,131,8,,4.0,1156,0.59
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,132,1,,19.7,81591,41.71
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,132,2,,15.1,59991,30.67
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,132,3,,12.2,24051,12.29
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,132,4,,9.8,13555,6.93
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,132,5,,8.0,11378,5.82
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,132,6,,6.0,4099,2.1
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,132,7,,5.0,25,0.01
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,132,8,,4.0,940,0.48
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,133,1,,19.7,79620,40.71
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,133,2,,15.1,61802,31.6
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,133,3,,12.2,24607,12.58
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,133,4,,9.8,13355,6.83
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,133,5,,8.0,10839,5.54
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,133,6,,6.0,4252,2.17
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,133,7,,5.0,15,0.01
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,133,8,,4.0,1080,0.55
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,134,1,,19.7,78259,40.08
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,134,2,,15.1,60834,31.15
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,134,3,,12.2,26672,13.66
