run,file,stage,stage_lp,iteration,nu_iter,mask_voxels,before_base_voxels,before_base_pct,before_aux_voxels,before_aux_pct,after_base_voxels,after_base_pct,after_aux_voxels,after_aux_pct,aux_resolution,aux_nearest_lp,aux_margin_mean,aux_margin_win,aux_margin_wins,smoothing_beta,smoothing_maxits,smoothing_candidates,smoothing_auxiliary,smoothing_step_tolerance,smoothing_neighborhood,smoothing_color_passes,smoothing_quad_frac,smoothing_initial_energy,smoothing_changed_total,smoothing_final_energy,candidate_coords,voxels_analyzed,local_mean_A,local_median_A,local_sigma_A,local_min_A,local_max_A,base_bank_voxels,disc_voxels,disc_voxels_pct,neighbor_pairs,identical_pairs,identical_pairs_pct,tolerated_pairs,tolerated_pairs_pct,discontinuous_pairs,discontinuous_pairs_pct,max_step_diff,matching_lp_A,fsc143_A,filter_mode,orientation_overlap,smoothing_changed_1,smoothing_energy_1,smoothing_changed_2,smoothing_energy_2,smoothing_changed_3,smoothing_energy_3
R08,ABINITIO3D_OUTPUT_RESTART8,8,4.5,135,44,221119,192809,87.2,28310,12.8,195134,88.25,25985,11.75,4.1,4.0,-0.00016,0.0001,28310,3.6126e-05,3,9,1,1,26-connected,8,1.0,0.00139,35800,0.00138,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.94,195134,15.597,15.059,4.089,4.0,19.692,195134,18319,9.39,4849132,3573526,73.69,1227006,25.3,48600,1.0,4,4.491,4.063,nonuniform,0.516,29114,0.00138,5612,0.00138,1074,0.00138
R08,ABINITIO3D_OUTPUT_RESTART8,8,4.5,136,45,221119,191858,86.77,29261,13.23,194287,87.87,26832,12.13,4.1,4.0,-0.00016,0.0001,29261,3.6324e-05,3,9,1,1,26-connected,8,1.0,0.0014,35111,0.00139,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.94,194287,15.611,15.059,4.038,4.0,19.692,194287,18964,9.76,4829616,3553182,73.57,1225584,25.38,50850,1.05,4,4.491,4.063,nonuniform,0.495,28487,0.00139,5460,0.00139,1164,0.00139
R08,ABINITIO3D_OUTPUT_RESTART8,8,4.5,137,46,221119,191792,86.74,29327,13.26,194189,87.82,26930,12.18,4.1,4.0,-0.00016,0.0001,29327,3.7446e-05,3,9,1,1,26-connected,8,1.0,0.0014,36162,0.0014,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.94,194189,15.65,15.059,4.07,4.0,19.692,194189,19059,9.81,4824034,3561886,73.84,1211446,25.11,50702,1.05,4,4.491,4.063,nonuniform,0.49,29229,0.0014,5714,0.0014,1219,0.0014
R08,ABINITIO3D_OUTPUT_RESTART8,8,4.5,138,47,221119,191776,86.73,29343,13.27,194136,87.8,26983,12.2,4.1,4.0,-0.00016,0.0001,29343,3.7058e-05,3,9,1,1,26-connected,8,1.0,0.00142,35955,0.00141,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.94,194136,15.642,15.059,4.045,4.0,19.692,194136,19927,10.26,4824494,3529690,73.16,1240584,25.71,54220,1.12,4,4.491,4.063,nonuniform,0.484,29142,0.00141,5662,0.00141,1151,0.00141
R08,ABINITIO3D_OUTPUT_RESTART8,8,4.5,139,48,221119,191370,86.55,29749,13.45,193698,87.6,27421,12.4,4.1,4.0,-0.00017,0.0001,29749,3.8023e-05,3,9,1,1,26-connected,8,1.0,0.00143,37598,0.00142,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.94,193698,15.672,15.059,4.051,4.0,19.692,193698,19590,10.11,4813378,3528820,73.31,1233272,25.62,51286,1.07,4,4.491,4.063,nonuniform,0.504,30457,0.00142,5926,0.00142,1215,0.00142
R08,ABINITIO3D_OUTPUT_RESTART8,8,4.5,140,49,221119,191901,86.79,29218,13.21,194467,87.95,26652,12.05,4.0,4.0,-0.00017,0.0001,29218,3.7909e-05,3,9,1,1,26-connected,8,1.0,0.00144,39106,0.00143,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,194467,15.612,15.059,4.118,4.0,19.692,194467,20992,10.79,4834270,3528400,72.99,1250444,25.87,55426,1.15,4,4.491,4.0,nonuniform,0.497,31737,0.00143,6179,0.00143,1190,0.00143
R08,ABINITIO3D_OUTPUT_RESTART8,8,4.5,141,50,221119,191563,86.63,29556,13.37,194274,87.86,26845,12.14,4.0,4.0,-0.00018,0.0001,29556,3.7963e-05,3,9,1,1,26-connected,8,1.0,0.00144,38217,0.00143,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,194274,15.654,15.059,4.098,4.0,19.692,194274,20214,10.4,4830434,3536360,73.21,1238814,25.65,55260,1.14,4,4.491,4.0,nonuniform,0.491,30876,0.00143,6132,0.00143,1209,0.00143
R08,ABINITIO3D_OUTPUT_RESTART8,8,4.5,142,51,221119,191578,86.64,29541,13.36,194087,87.77,27032,12.23,4.0,4.0,-0.00018,0.0001,29541,3.8475e-05,3,9,1,1,26-connected,8,1.0,0.00145,38844,0.00144,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,194087,15.663,15.059,4.093,4.0,19.692,194087,20647,10.64,4826280,3522900,72.99,1246722,25.83,56658,1.17,4,4.491,4.0,nonuniform,0.499,31522,0.00144,6119,0.00144,1203,0.00144
R08,ABINITIO3D_OUTPUT_RESTART8,8,4.5,143,52,221119,191996,86.83,29123,13.17,194425,87.93,26694,12.07,4.0,4.0,-0.00018,0.00011,29123,3.8839e-05,3,9,1,1,26-connected,8,1.0,0.00146,37000,0.00145,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,194425,15.59,15.059,4.123,4.0,19.692,194425,19951,10.26,4833902,3544218,73.32,1236212,25.57,53472,1.11,4,4.491,4.0,nonuniform,0.501,29949,0.00145,5812,0.00145,1239,0.00145
R08,ABINITIO3D_OUTPUT_RESTART8,8,4.5,144,53,221119,192362,86.99,28757,13.01,194947,88.16,26172,11.84,4.0,4.0,-0.00018,0.0001,28757,3.7163e-05,3,9,1,1,26-connected,8,1.0,0.00146,37712,0.00145,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,194947,15.55,15.059,4.147,4.0,19.692,194947,20391,10.46,4844130,3542066,73.12,1245242,25.71,56822,1.17,4,4.491,4.0,nonuniform,0.496,30484,0.00146,5902,0.00145,1326,0.00145
R08,ABINITIO3D_OUTPUT_RESTART8,8,4.5,145,54,221119,192185,86.91,28934,13.09,194809,88.1,26310,11.9,4.0,4.0,-0.00018,0.0001,28934,3.8281e-05,3,9,1,1,26-connected,8,1.0,0.00147,37934,0.00146,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,194809,15.598,15.059,4.128,4.0,19.692,194809,20407,10.48,4843812,3540868,73.1,1245728,25.72,57216,1.18,4,4.491,4.0,nonuniform,0.504,30671,0.00146,5906,0.00146,1357,0.00146
R08,ABINITIO3D_OUTPUT_RESTART8,8,4.5,146,55,221119,192198,86.92,28921,13.08,194772,88.08,26347,11.92,4.0,4.0,-0.00018,0.0001,28921,3.8318e-05,3,9,1,1,26-connected,8,1.0,0.00147,38959,0.00146,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,194772,15.538,15.059,4.14,4.0,19.692,194772,20561,10.56,4842390,3518878,72.67,1265740,26.14,57772,1.19,4,4.491,4.0,nonuniform,0.508,31418,0.00146,6254,0.00146,1287,0.00146
R08,ABINITIO3D_OUTPUT_RESTART8,8,4.5,147,56,221119,191979,86.82,29140,13.18,194636,88.02,26483,11.98,4.0,4.0,-0.00018,0.00011,29140,3.8999e-05,3,9,1,1,26-connected,8,1.0,0.00147,38349,0.00146,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,194636,15.57,15.059,4.162,4.0,19.692,194636,20032,10.29,4837398,3548070,73.35,1232794,25.48,56534,1.17,4,4.491,4.0,nonuniform,0.453,30727,0.00146,6278,0.00146,1344,0.00146
R08,ABINITIO3D_OUTPUT_RESTART8,8,4.5,148,57,221119,191672,86.68,29447,13.32,194350,87.89,26769,12.11,4.0,4.0,-0.00018,0.00011,29447,3.8826e-05,3,9,1,1,26-connected,8,1.0,0.00147,38234,0.00146,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,194350,15.604,15.059,4.107,4.0,19.692,194350,20912,10.76,4831924,3535870,73.18,1236812,25.6,59242,1.23,4,4.491,4.0,nonuniform,0.447,30789,0.00146,6159,0.00146,1286,0.00146
R08,ABINITIO3D_OUTPUT_RESTART8,8,4.5,149,58,221119,191889,86.78,29230,13.22,194565,87.99,26554,12.01,4.0,4.0,-0.00019,0.00011,29230,3.962e-05,3,9,1,1,26-connected,8,1.0,0.00148,38761,0.00147,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,194565,15.634,15.059,4.113,4.0,19.692,194565,20395,10.48,4837206,3535856,73.1,1243074,25.7,58276,1.2,4,4.491,4.0,nonuniform,0.457,30976,0.00147,6315,0.00147,1470,0.00147
R08,ABINITIO3D_OUTPUT_RESTART8,8,4.5,150,59,221119,191985,86.82,29134,13.18,194640,88.03,26479,11.97,4.0,4.0,-0.00019,0.00011,29134,3.8993e-05,3,9,1,1,26-connected,8,1.0,0.00148,39362,0.00147,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,194640,15.676,15.059,4.084,4.0,19.692,194640,21470,11.03,4839014,3532854,73.01,1244186,25.71,61974,1.28,4,4.491,4.0,nonuniform,0.444,31522,0.00147,6392,0.00147,1448,0.00147
R08,ABINITIO3D_OUTPUT_RESTART8,8,4.5,151,60,221119,191939,86.8,29180,13.2,194646,88.03,26473,11.97,4.0,4.0,-0.00019,0.00011,29180,3.8825e-05,3,9,1,1,26-connected,8,1.0,0.00148,41182,0.00148,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,194646,15.62,15.059,4.142,4.0,19.692,194646,21483,11.04,4838382,3520044,72.75,1256536,25.97,61802,1.28,4,4.491,4.0,nonuniform,0.456,32864,0.00148,6831,0.00148,1487,0.00148
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,92,1,181955,151252,83.13,30703,16.87,157259,86.43,24696,13.57,4.7,5.0,-3e-05,5e-05,30703,3.1455e-05,3,9,1,1,26-connected,8,1.0,0.0017,47601,0.00168,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.48,157259,12.86,12.19,3.985,4.267,19.692,157259,16371,10.41,3876068,2733230,70.52,1109482,28.62,33356,0.86,3,7.314,4.655,nonuniform,0.528,35517,0.00169,9065,0.00168,3019,0.00168
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,93,2,181955,151184,83.09,30771,16.91,156058,85.77,25897,14.23,4.6,4.3,-4e-05,5e-05,30771,3.1562e-05,3,9,1,1,26-connected,8,1.0,0.00169,43803,0.00168,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.60,156058,13.726,12.19,4.058,5.02,19.692,156058,14938,9.57,3849732,2697898,70.08,1120072,29.09,31762,0.83,3,7.314,4.571,nonuniform,0.539,33449,0.00168,7688,0.00168,2666,0.00168
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,94,3,181955,152664,83.9,29291,16.1,157173,86.38,24782,13.62,4.6,4.3,-4e-05,6e-05,29291,3.176e-05,3,9,1,1,26-connected,8,1.0,0.00169,37288,0.00168,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.60,157173,14.354,15.059,4.055,4.267,19.692,157173,14137,8.99,3878910,2748306,70.85,1100778,28.38,29826,0.77,3,7.314,4.571,nonuniform,0.524,28811,0.00168,6433,0.00168,2044,0.00168
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,95,4,181955,153811,84.53,28144,15.47,157855,86.75,24100,13.25,4.6,4.3,-5e-05,6e-05,28144,3.1717e-05,3,9,1,1,26-connected,8,1.0,0.00171,33995,0.0017,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.60,157855,14.862,15.059,4.128,4.267,19.692,157855,14444,9.15,3894858,2811068,72.17,1051540,27.0,32250,0.83,3,7.314,4.571,nonuniform,0.528,26330,0.0017,5753,0.0017,1912,0.0017
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,96,5,181955,154383,84.85,27572,15.15,158252,86.97,23703,13.03,4.6,4.3,-5e-05,6e-05,27572,3.2552e-05,3,9,1,1,26-connected,8,1.0,0.00171,30334,0.0017,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.60,158252,15.221,15.059,4.094,4.267,19.692,158252,13168,8.32,3908212,2898926,74.18,977856,25.02,31430,0.8,3,7.314,4.571,nonuniform,0.527,23244,0.0017,5354,0.0017,1736,0.0017
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,97,6,181955,155280,85.34,26675,14.66,158729,87.24,23226,12.76,4.6,4.3,-5e-05,7e-05,26675,3.3357e-05,3,9,1,1,26-connected,8,1.0,0.00171,30533,0.0017,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.60,158729,15.236,15.059,4.045,4.267,19.692,158729,11537,7.27,3921528,2898992,73.93,996586,25.41,25950,0.66,3,7.314,4.571,nonuniform,0.54,23705,0.0017,5366,0.0017,1462,0.0017
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,98,7,181955,154324,84.81,27631,15.19,158028,86.85,23927,13.15,4.5,4.3,-5e-05,7e-05,27631,3.3601e-05,3,9,1,1,26-connected,8,1.0,0.0017,30733,0.00169,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,158028,15.535,15.059,4.003,4.267,19.692,158028,13697,8.67,3903962,2896104,74.18,973654,24.94,34204,0.88,3,7.314,4.491,nonuniform,0.498,23824,0.00169,5263,0.00169,1646,0.00169
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,99,8,181955,156501,86.01,25454,13.99,159532,87.68,22423,12.32,4.5,4.3,-6e-05,7e-05,25454,3.1463e-05,3,9,1,1,26-connected,8,1.0,0.0017,28772,0.00169,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,159532,15.461,15.059,4.013,4.267,19.692,159532,12752,7.99,3943000,2949830,74.81,962352,24.41,30818,0.78,3,7.314,4.491,nonuniform,0.509,22278,0.00169,4969,0.00169,1525,0.00169
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,100,9,181955,156327,85.92,25628,14.08,159707,87.77,22248,12.23,4.5,4.3,-6e-05,7e-05,25628,3.2515e-05,3,9,1,1,26-connected,8,1.0,0.00172,32031,0.00171,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,159707,15.442,15.059,4.064,4.267,19.692,159707,14297,8.95,3945638,2908626,73.72,1001484,25.38,35528,0.9,3,7.314,4.491,nonuniform,0.512,24752,0.00171,5451,0.00171,1828,0.00171
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,101,10,181955,154965,85.17,26990,14.83,158548,87.14,23407,12.86,4.5,4.3,-6e-05,8e-05,26990,3.5029e-05,3,9,1,1,26-connected,8,1.0,0.00172,29753,0.00171,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,158548,15.738,15.059,3.933,4.267,19.692,158548,13320,8.4,3919436,2935862,74.91,950348,24.25,33226,0.85,3,7.314,4.491,nonuniform,0.514,22879,0.00171,5175,0.00171,1699,0.00171
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,102,11,181955,156378,85.94,25577,14.06,159573,87.7,22382,12.3,4.5,4.3,-6e-05,7e-05,25577,3.2638e-05,3,9,1,1,26-connected,8,1.0,0.00171,29825,0.0017,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,159573,15.688,15.059,3.964,4.267,19.692,159573,13058,8.18,3945600,2951788,74.81,960782,24.35,33030,0.84,3,7.314,4.491,nonuniform,0.525,22731,0.0017,5313,0.0017,1781,0.0017
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,103,12,181955,155010,85.19,26945,14.81,158805,87.28,23150,12.72,4.5,4.3,-6e-05,7e-05,26945,3.2711e-05,3,9,1,1,26-connected,8,1.0,0.00172,31848,0.00171,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,158805,15.578,15.059,3.993,4.267,19.692,158805,13503,8.5,3924366,2909826,74.15,980482,24.98,34058,0.87,4,7.314,4.491,nonuniform,0.52,24408,0.00171,5515,0.00171,1925,0.00171
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,104,13,181955,156516,86.02,25439,13.98,159682,87.76,22273,12.24,4.5,4.3,-6e-05,8e-05,25439,3.4971e-05,3,9,1,1,26-connected,8,1.0,0.00171,28607,0.0017,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,159682,15.666,15.059,3.95,4.267,19.692,159682,11647,7.29,3951460,2965782,75.06,957464,24.23,28214,0.71,4,7.314,4.491,nonuniform,0.52,22242,0.0017,4888,0.0017,1477,0.0017
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,105,14,181955,156885,86.22,25070,13.78,159980,87.92,21975,12.08,4.3,4.3,-6e-05,8e-05,25070,3.3429e-05,3,9,1,1,26-connected,8,1.0,0.00172,29265,0.00172,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,159980,15.749,15.059,3.987,4.267,19.692,159980,13062,8.16,3956102,2967338,75.01,955030,24.14,33734,0.85,4,7.314,4.339,nonuniform,0.534,22391,0.00172,5224,0.00172,1650,0.00172
R09,ABINITIO3D_OUTPUT_RESTART9,6,7.3,106,15,181955,156272,85.88,25683,14.12,159615,87.72,22340,12.28,4.3,4.3,-6e-05,8e-05,25683,3.4463e-05,3,9,1,1,26-connected,8,1.0,0.00172,29715,0.00171,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,159615,15.765,15.059,3.971,4.267,19.692,159615,12385,7.76,3947870,2969976,75.23,947152,23.99,30742,0.78,3,7.314,4.339,nonuniform,0.522,22599,0.00171,5360,0.00171,1756,0.00171
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,107,16,181955,157302,86.45,24653,13.55,159836,87.84,22119,12.16,4.3,4.3,-6e-05,8e-05,24653,3.3163e-05,3,9,1,1,26-connected,8,1.0,0.00141,25581,0.0014,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,159836,15.731,15.059,3.884,4.267,19.692,159836,11136,6.97,3962990,3007018,75.88,928808,23.44,27164,0.69,3,6.737,4.339,nonuniform,0.273,20099,0.00141,4296,0.0014,1186,0.0014
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,108,17,181955,156566,86.05,25389,13.95,159043,87.41,22912,12.59,4.3,4.3,-6e-05,8e-05,25389,3.2348e-05,3,9,1,1,26-connected,8,1.0,0.0013,23726,0.0013,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,159043,15.811,15.059,3.848,5.02,19.692,159043,12342,7.76,3944882,2997368,75.98,915548,23.21,31966,0.81,4,6.737,4.339,nonuniform,0.325,18670,0.0013,3939,0.0013,1117,0.0013
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,109,18,181955,157873,86.76,24082,13.24,159902,87.88,22053,12.12,4.3,4.3,-6e-05,7e-05,24082,2.959e-05,3,9,1,1,26-connected,8,1.0,0.00124,22881,0.00124,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,159902,15.754,15.059,3.903,4.267,19.692,159902,12508,7.82,3965896,3003796,75.74,930054,23.45,32046,0.81,4,6.737,4.339,nonuniform,0.367,18270,0.00124,3653,0.00124,958,0.00124
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,110,19,181955,157617,86.62,24338,13.38,159699,87.77,22256,12.23,4.3,4.3,-6e-05,7e-05,24338,2.9494e-05,3,9,1,1,26-connected,8,1.0,0.00121,21346,0.00121,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,159699,15.756,15.059,3.931,4.267,19.692,159699,12513,7.84,3960682,3002722,75.81,924922,23.35,33038,0.83,4,6.737,4.339,nonuniform,0.396,17185,0.00121,3277,0.00121,884,0.00121
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,111,20,181955,157885,86.77,24070,13.23,159983,87.92,21972,12.08,4.3,4.3,-7e-05,7e-05,24070,2.903e-05,3,9,1,1,26-connected,8,1.0,0.00118,22468,0.00118,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,159983,15.739,15.059,3.985,4.267,19.692,159983,12793,8.0,3966556,3002704,75.7,930622,23.46,33230,0.84,4,6.737,4.339,nonuniform,0.429,17871,0.00118,3662,0.00118,935,0.00118
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,112,21,181955,157682,86.66,24273,13.34,159810,87.83,22145,12.17,4.3,4.3,-7e-05,6e-05,24273,2.8886e-05,3,9,1,1,26-connected,8,1.0,0.00117,22542,0.00117,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,159810,15.697,15.059,3.993,4.267,19.692,159810,12463,7.8,3961876,3007144,75.9,921678,23.26,33054,0.83,4,6.737,4.339,nonuniform,0.451,17890,0.00117,3700,0.00117,952,0.00117
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,113,22,181955,157759,86.7,24196,13.3,159864,87.86,22091,12.14,4.3,4.3,-7e-05,7e-05,24196,3.0786e-05,3,9,1,1,26-connected,8,1.0,0.00116,22642,0.00116,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,159864,15.683,15.059,3.967,4.267,19.692,159864,12789,8.0,3966068,3012752,75.96,918582,23.16,34734,0.88,4,6.737,4.339,nonuniform,0.458,18002,0.00116,3701,0.00116,939,0.00116
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,114,23,181955,158080,86.88,23875,13.12,160186,88.04,21769,11.96,4.3,4.3,-7e-05,7e-05,23875,2.9712e-05,3,9,1,1,26-connected,8,1.0,0.00116,23207,0.00115,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160186,15.603,15.059,3.992,4.267,19.692,160186,12922,8.07,3972554,3012504,75.83,925632,23.3,34418,0.87,4,6.737,4.339,nonuniform,0.472,18500,0.00115,3755,0.00115,952,0.00115
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,115,24,181955,158155,86.92,23800,13.08,160316,88.11,21639,11.89,4.3,4.3,-7e-05,7e-05,23800,3.0351e-05,3,9,1,1,26-connected,8,1.0,0.00115,22821,0.00114,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160316,15.731,15.059,4.001,4.267,19.692,160316,12562,7.84,3977388,3037120,76.36,906504,22.79,33764,0.85,4,6.737,4.339,nonuniform,0.485,17903,0.00114,3851,0.00114,1067,0.00114
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,116,25,181955,158701,87.22,23254,12.78,160607,88.27,21348,11.73,4.3,4.3,-7e-05,7e-05,23254,3.0161e-05,3,9,1,1,26-connected,8,1.0,0.00114,21246,0.00114,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160607,15.787,15.059,4.013,4.267,19.692,160607,12205,7.6,3983732,3057888,76.76,893500,22.43,32344,0.81,4,6.737,4.339,nonuniform,0.497,16968,0.00114,3452,0.00114,826,0.00114
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,117,26,181955,158361,87.03,23594,12.97,160414,88.16,21541,11.84,4.3,4.3,-7e-05,7e-05,23594,3.079e-05,3,9,1,1,26-connected,8,1.0,0.00114,21543,0.00114,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160414,15.742,15.059,4.036,4.267,19.692,160414,12148,7.57,3979466,3048768,76.61,899462,22.6,31236,0.78,4,6.737,4.339,nonuniform,0.514,16794,0.00114,3758,0.00114,991,0.00114
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,118,27,181955,158828,87.29,23127,12.71,160720,88.33,21235,11.67,4.3,4.3,-8e-05,7e-05,23127,3.012e-05,3,9,1,1,26-connected,8,1.0,0.00114,22617,0.00113,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160720,15.655,15.059,4.064,4.267,19.692,160720,13070,8.13,3987318,3023472,75.83,930426,23.33,33420,0.84,4,6.737,4.339,nonuniform,0.516,18100,0.00113,3576,0.00113,941,0.00113
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,119,28,181955,157792,86.72,24163,13.28,159906,87.88,22049,12.12,4.3,4.3,-8e-05,7e-05,24163,3.0238e-05,3,9,1,1,26-connected,8,1.0,0.00114,21132,0.00114,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,159906,15.826,15.059,4.028,4.267,19.692,159906,13383,8.37,3966778,3033198,76.47,898600,22.65,34980,0.88,4,6.737,4.339,nonuniform,0.505,16692,0.00114,3536,0.00114,904,0.00114
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,120,29,181955,157587,86.61,24368,13.39,159755,87.8,22200,12.2,4.3,4.3,-7e-05,7e-05,24368,3.1722e-05,3,9,1,1,26-connected,8,1.0,0.00114,21930,0.00114,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,159755,15.781,15.059,4.011,4.267,19.692,159755,13123,8.21,3965220,3032898,76.49,898726,22.67,33596,0.85,4,6.737,4.339,nonuniform,0.506,17338,0.00114,3631,0.00114,961,0.00114
R09,ABINITIO3D_OUTPUT_RESTART9,7,6.7,121,30,181955,158169,86.93,23786,13.07,160242,88.07,21713,11.93,4.3,4.3,-8e-05,7e-05,23786,3.0605e-05,3,9,1,1,26-connected,8,1.0,0.00114,21510,0.00114,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160242,15.734,15.059,4.0,4.267,19.692,160242,13101,8.18,3975012,3031746,76.27,909286,22.88,33980,0.85,4,6.737,4.339,nonuniform,0.558,16939,0.00114,3616,0.00114,955,0.00114
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,122,31,221119,193759,87.63,27360,12.37,196021,88.65,25098,11.35,4.3,4.0,-7e-05,6e-05,27360,2.7601e-05,3,9,1,1,26-connected,8,1.0,0.00126,27007,0.00126,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.67,196021,15.652,15.059,4.086,4.0,19.692,196021,16338,8.33,4868992,3691130,75.81,1131420,23.24,46442,0.95,4,4.491,4.339,nonuniform,0.503,21671,0.00126,4192,0.00126,1144,0.00126
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,123,32,221119,194117,87.79,27002,12.21,196189,88.73,24930,11.27,4.3,4.0,-8e-05,7e-05,27002,2.9519e-05,3,9,1,1,26-connected,8,1.0,0.00125,29076,0.00125,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,196189,15.592,15.059,4.103,4.0,19.692,196189,15915,8.11,4874058,3693870,75.79,1136810,23.32,43378,0.89,4,4.491,4.267,nonuniform,0.521,23310,0.00125,4623,0.00125,1143,0.00125
R09,ABINITIO3D_OUTPUT_RESTART9,8,4.5,124,33,221119,192891,87.23,28228,12.77,195362,88.35,25757,11.65,4.3,4.0,-8e-05,7e-05,28228,3.0231e-05,3,9,1,1,26-connected,8,1.0,0.00127,29887,0.00126,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,195362,15.677,15.059,4.078,4.0,19.692,195362,16777,8.59,4853696,3659924,75.4,1147416,23.64,46356,0.96,4,4.491,4.267,nonuniform,0.529,24116,0.00126,4625,0.00126,1146,0.00126
